sender,subject,body,text,label,label_name
billing@service.com,Weekend plans,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Weekend plans

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
john.doe@company.com,Feedback on your presentation,Thank you for your application. We'd like to invite you for a technical interview next week.,"Subject: Feedback on your presentation

Thank you for your application. We'd like to invite you for a technical interview next week.",0,ham
prize@winner-notify.com,Nigerian Prince needs your help,"FINAL NOTICE: This is your last chance to pay your outstanding debt of $2,847. Failure to respond will result in LEGAL ACTION. Contact us immediately to avoid consequences.","Subject: Nigerian Prince needs your help

FINAL NOTICE: This is your last chance to pay your outstanding debt of $2,847. Failure to respond will result in LEGAL ACTION. Contact us immediately to avoid consequences.",1,spam
admin@free-money.net,Urgent: Your account needs verification,"FINAL NOTICE: This is your last chance to pay your outstanding debt of $2,847. Failure to respond will result in LEGAL ACTION. Contact us immediately to avoid consequences.","Subject: Urgent: Your account needs verification

FINAL NOTICE: This is your last chance to pay your outstanding debt of $2,847. Failure to respond will result in LEGAL ACTION. Contact us immediately to avoid consequences.",1,spam
team@startup.io,Welcome to the team,Your interview is scheduled for Monday at 2:00 PM. Please bring a copy of your resume and portfolio.,"Subject: Welcome to the team

Your interview is scheduled for Monday at 2:00 PM. Please bring a copy of your resume and portfolio.",0,ham
hr@office.org,Lunch tomorrow?,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Lunch tomorrow?

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
noreply@airline.com,Your order has shipped,Could you please review the attached document and send me your comments by Friday? Thanks!,"Subject: Your order has shipped

Could you please review the attached document and send me your comments by Friday? Thanks!",0,ham
john.doe@company.com,Interview schedule,Following up on our project discussion from last week. The deadline has been moved to Friday. Let me know if that works for you.,"Subject: Interview schedule

Following up on our project discussion from last week. The deadline has been moved to Friday. Let me know if that works for you.",0,ham
billing@service.com,Feedback on your presentation,Could you please review the attached document and send me your comments by Friday? Thanks!,"Subject: Feedback on your presentation

Could you please review the attached document and send me your comments by Friday? Thanks!",0,ham
admin@free-money.net,Hot singles in your area,Hot singles are waiting to meet you in your area! Join FREE today and find your perfect match! Thousands of beautiful women waiting! Click here NOW!,"Subject: Hot singles in your area

Hot singles are waiting to meet you in your area! Join FREE today and find your perfect match! Thousands of beautiful women waiting! Click here NOW!",1,spam
noreply@airline.com,Meeting at 3pm today,I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?,"Subject: Meeting at 3pm today

I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?",0,ham
prize@winner-notify.com,Click here to claim your prize,URGENT BANK NOTICE: We have detected unauthorized access to your account. Verify your identity NOW by entering your card details at our secure portal.,"Subject: Click here to claim your prize

URGENT BANK NOTICE: We have detected unauthorized access to your account. Verify your identity NOW by entering your card details at our secure portal.",1,spam
prize@winner-notify.com,Nigerian Prince needs your help,"SHOCKING weight loss secret doctors don't want you to know! Lose 30 pounds in 30 days with this one weird trick! 100% natural, no exercise needed! Order now and get 60% OFF!","Subject: Nigerian Prince needs your help

SHOCKING weight loss secret doctors don't want you to know! Lose 30 pounds in 30 days with this one weird trick! 100% natural, no exercise needed! Order now and get 60% OFF!",1,spam
john.doe@company.com,Your invoice is ready,"Great talking to you earlier! As discussed, I'll send over the proposal by end of day Thursday.","Subject: Your invoice is ready

Great talking to you earlier! As discussed, I'll send over the proposal by end of day Thursday.",0,ham
noreply@airline.com,Follow-up from our call,"Great talking to you earlier! As discussed, I'll send over the proposal by end of day Thursday.","Subject: Follow-up from our call

Great talking to you earlier! As discussed, I'll send over the proposal by end of day Thursday.",0,ham
billing@service.com,Re: Project update,Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.,"Subject: Re: Project update

Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.",0,ham
john.doe@company.com,Feedback on your presentation,I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?,"Subject: Feedback on your presentation

I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?",0,ham
admin@free-money.net,Your subscription expires today,"FINAL NOTICE: This is your last chance to pay your outstanding debt of $2,847. Failure to respond will result in LEGAL ACTION. Contact us immediately to avoid consequences.","Subject: Your subscription expires today

FINAL NOTICE: This is your last chance to pay your outstanding debt of $2,847. Failure to respond will result in LEGAL ACTION. Contact us immediately to avoid consequences.",1,spam
john.doe@company.com,Meeting at 3pm today,I'm forwarding you the email chain about the client request. Please get in touch with them directly.,"Subject: Meeting at 3pm today

I'm forwarding you the email chain about the client request. Please get in touch with them directly.",0,ham
noreply@airline.com,Interview schedule,The server maintenance is scheduled for Sunday at 2 AM. Expected downtime is 2 hours. Please plan accordingly.,"Subject: Interview schedule

The server maintenance is scheduled for Sunday at 2 AM. Expected downtime is 2 hours. Please plan accordingly.",0,ham
prize@winner-notify.com,Work from home - $5000/week GUARANTEED,Your computer has been INFECTED with a virus! Call our toll-free number 1-800-SCAM-NOW immediately! Microsoft certified technicians will fix it remotely for only $299!,"Subject: Work from home - $5000/week GUARANTEED

Your computer has been INFECTED with a virus! Call our toll-free number 1-800-SCAM-NOW immediately! Microsoft certified technicians will fix it remotely for only $299!",1,spam
noreply@airline.com,Feedback on your presentation,Could you please review the attached document and send me your comments by Friday? Thanks!,"Subject: Feedback on your presentation

Could you please review the attached document and send me your comments by Friday? Thanks!",0,ham
billing@service.com,Weekend plans,I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?,"Subject: Weekend plans

I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?",0,ham
admin@free-money.net,FINAL NOTICE: Payment required,Your account has been SUSPENDED due to suspicious activity. Click here immediately to verify your identity or your account will be PERMANENTLY DELETED: http://verify-account-now.xyz,"Subject: FINAL NOTICE: Payment required

Your account has been SUSPENDED due to suspicious activity. Click here immediately to verify your identity or your account will be PERMANENTLY DELETED: http://verify-account-now.xyz",1,spam
hr@office.org,Feedback on your presentation,I'm forwarding you the email chain about the client request. Please get in touch with them directly.,"Subject: Feedback on your presentation

I'm forwarding you the email chain about the client request. Please get in touch with them directly.",0,ham
john.doe@company.com,Your order has shipped,Could you please review the attached document and send me your comments by Friday? Thanks!,"Subject: Your order has shipped

Could you please review the attached document and send me your comments by Friday? Thanks!",0,ham
offer@deals-today.biz,Nigerian Prince needs your help,"FINAL NOTICE: This is your last chance to pay your outstanding debt of $2,847. Failure to respond will result in LEGAL ACTION. Contact us immediately to avoid consequences.","Subject: Nigerian Prince needs your help

FINAL NOTICE: This is your last chance to pay your outstanding debt of $2,847. Failure to respond will result in LEGAL ACTION. Contact us immediately to avoid consequences.",1,spam
friend@gmail.com,Interview schedule,Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.,"Subject: Interview schedule

Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.",0,ham
info@lottery-winner.co,Make money fast from home!,"EARN BITCOIN FAST! Our automated trading bot guarantees 500% returns daily! Zero risk! Just deposit $100 to start and watch the money roll in! Join 50,000 satisfied members!","Subject: Make money fast from home!

EARN BITCOIN FAST! Our automated trading bot guarantees 500% returns daily! Zero risk! Just deposit $100 to start and watch the money roll in! Join 50,000 satisfied members!",1,spam
support@paypa1-secure.ru,Hot singles in your area,"YOU HAVE WON! Your email address was selected in our monthly draw. Click the link below to claim your $500 Amazon gift card. Hurry, link expires in 24 hours!","Subject: Hot singles in your area

YOU HAVE WON! Your email address was selected in our monthly draw. Click the link below to claim your $500 Amazon gift card. Hurry, link expires in 24 hours!",1,spam
admin@free-money.net,Hot singles in your area,"YOU HAVE WON! Your email address was selected in our monthly draw. Click the link below to claim your $500 Amazon gift card. Hurry, link expires in 24 hours!","Subject: Hot singles in your area

YOU HAVE WON! Your email address was selected in our monthly draw. Click the link below to claim your $500 Amazon gift card. Hurry, link expires in 24 hours!",1,spam
admin@free-money.net,Nigerian Prince needs your help,Your Netflix subscription has EXPIRED. Your account will be DELETED unless you renew immediately. Click here to update payment: http://netflix-billing-update.net,"Subject: Nigerian Prince needs your help

Your Netflix subscription has EXPIRED. Your account will be DELETED unless you renew immediately. Click here to update payment: http://netflix-billing-update.net",1,spam
team@startup.io,Reminder: dentist appointment,Are you free for lunch tomorrow around noon? I know a great Italian place near the office.,"Subject: Reminder: dentist appointment

Are you free for lunch tomorrow around noon? I know a great Italian place near the office.",0,ham
team@startup.io,Feedback on your presentation,I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?,"Subject: Feedback on your presentation

I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?",0,ham
friend@gmail.com,Welcome to the team,"Great talking to you earlier! As discussed, I'll send over the proposal by end of day Thursday.","Subject: Welcome to the team

Great talking to you earlier! As discussed, I'll send over the proposal by end of day Thursday.",0,ham
prize@winner-notify.com,"YOU HAVE WON $1,000,000!!!",CONFIDENTIAL BUSINESS PROPOSAL: I am Prince Emmanuel Adeyemi of Nigeria. I have $45 million that I need to transfer out of the country. I need your help and will pay you 30% commission.,"Subject: YOU HAVE WON $1,000,000!!!

CONFIDENTIAL BUSINESS PROPOSAL: I am Prince Emmanuel Adeyemi of Nigeria. I have $45 million that I need to transfer out of the country. I need your help and will pay you 30% commission.",1,spam
support@paypa1-secure.ru,"YOU HAVE WON $1,000,000!!!",Your account has been SUSPENDED due to suspicious activity. Click here immediately to verify your identity or your account will be PERMANENTLY DELETED: http://verify-account-now.xyz,"Subject: YOU HAVE WON $1,000,000!!!

Your account has been SUSPENDED due to suspicious activity. Click here immediately to verify your identity or your account will be PERMANENTLY DELETED: http://verify-account-now.xyz",1,spam
admin@free-money.net,URGENT: Update your banking info,FREE iPhone 15 Pro giveaway! You've been chosen! Just pay $2.99 shipping and handling. Click link to claim: http://free-iphone-claim.biz. Offer expires tonight!,"Subject: URGENT: Update your banking info

FREE iPhone 15 Pro giveaway! You've been chosen! Just pay $2.99 shipping and handling. Click link to claim: http://free-iphone-claim.biz. Offer expires tonight!",1,spam
hr@office.org,Re: Project update,Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.,"Subject: Re: Project update

Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.",0,ham
hr@office.org,Flight confirmation,"Notes from today's standup: Alice is working on the API, Bob is fixing the login bug, Charlie will handle deployment.","Subject: Flight confirmation

Notes from today's standup: Alice is working on the API, Bob is fixing the login bug, Charlie will handle deployment.",0,ham
team@startup.io,Re: Project update,Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.,"Subject: Re: Project update

Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.",0,ham
noreply@airline.com,Reminder: dentist appointment,Your invoice #1042 for last month's services is attached. Please review and process at your earliest convenience.,"Subject: Reminder: dentist appointment

Your invoice #1042 for last month's services is attached. Please review and process at your earliest convenience.",0,ham
friend@gmail.com,Team standup notes,Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.,"Subject: Team standup notes

Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.",0,ham
offer@deals-today.biz,Your subscription expires today,URGENT BANK NOTICE: We have detected unauthorized access to your account. Verify your identity NOW by entering your card details at our secure portal.,"Subject: Your subscription expires today

URGENT BANK NOTICE: We have detected unauthorized access to your account. Verify your identity NOW by entering your card details at our secure portal.",1,spam
info@lottery-winner.co,URGENT: Update your banking info,Hot singles are waiting to meet you in your area! Join FREE today and find your perfect match! Thousands of beautiful women waiting! Click here NOW!,"Subject: URGENT: Update your banking info

Hot singles are waiting to meet you in your area! Join FREE today and find your perfect match! Thousands of beautiful women waiting! Click here NOW!",1,spam
friend@gmail.com,Team standup notes,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Team standup notes

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
noreply@verify-account.xyz,Your PayPal account is suspended,FREE iPhone 15 Pro giveaway! You've been chosen! Just pay $2.99 shipping and handling. Click link to claim: http://free-iphone-claim.biz. Offer expires tonight!,"Subject: Your PayPal account is suspended

FREE iPhone 15 Pro giveaway! You've been chosen! Just pay $2.99 shipping and handling. Click link to claim: http://free-iphone-claim.biz. Offer expires tonight!",1,spam
friend@gmail.com,Flight confirmation,Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.,"Subject: Flight confirmation

Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.",0,ham
noreply@airline.com,Happy Birthday!,Are you free for lunch tomorrow around noon? I know a great Italian place near the office.,"Subject: Happy Birthday!

Are you free for lunch tomorrow around noon? I know a great Italian place near the office.",0,ham
noreply@airline.com,Lunch tomorrow?,Are you free for lunch tomorrow around noon? I know a great Italian place near the office.,"Subject: Lunch tomorrow?

Are you free for lunch tomorrow around noon? I know a great Italian place near the office.",0,ham
noreply@airline.com,Feedback on your presentation,"Hey, are you guys doing anything this weekend? We're thinking of going hiking if the weather holds up.","Subject: Feedback on your presentation

Hey, are you guys doing anything this weekend? We're thinking of going hiking if the weather holds up.",0,ham
admin@free-money.net,Hot singles in your area,"YOU HAVE WON! Your email address was selected in our monthly draw. Click the link below to claim your $500 Amazon gift card. Hurry, link expires in 24 hours!","Subject: Hot singles in your area

YOU HAVE WON! Your email address was selected in our monthly draw. Click the link below to claim your $500 Amazon gift card. Hurry, link expires in 24 hours!",1,spam
info@lottery-winner.co,Congratulations! You are selected,Your computer has been INFECTED with a virus! Call our toll-free number 1-800-SCAM-NOW immediately! Microsoft certified technicians will fix it remotely for only $299!,"Subject: Congratulations! You are selected

Your computer has been INFECTED with a virus! Call our toll-free number 1-800-SCAM-NOW immediately! Microsoft certified technicians will fix it remotely for only $299!",1,spam
billing@service.com,Flight confirmation,"Hi, just wanted to confirm our meeting scheduled for 3pm today in conference room B. Please bring the Q3 reports.","Subject: Flight confirmation

Hi, just wanted to confirm our meeting scheduled for 3pm today in conference room B. Please bring the Q3 reports.",0,ham
admin@free-money.net,Limited time offer - Act NOW,You have been selected from millions of participants to receive a special gift worth $500. Claim your prize now by providing your personal details to our representative.,"Subject: Limited time offer - Act NOW

You have been selected from millions of participants to receive a special gift worth $500. Claim your prize now by providing your personal details to our representative.",1,spam
billing@service.com,Feedback on your presentation,Your interview is scheduled for Monday at 2:00 PM. Please bring a copy of your resume and portfolio.,"Subject: Feedback on your presentation

Your interview is scheduled for Monday at 2:00 PM. Please bring a copy of your resume and portfolio.",0,ham
billing@service.com,Reminder: dentist appointment,"Notes from today's standup: Alice is working on the API, Bob is fixing the login bug, Charlie will handle deployment.","Subject: Reminder: dentist appointment

Notes from today's standup: Alice is working on the API, Bob is fixing the login bug, Charlie will handle deployment.",0,ham
friend@gmail.com,Lunch tomorrow?,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Lunch tomorrow?

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
support@paypa1-secure.ru,FINAL NOTICE: Payment required,Your Netflix subscription has EXPIRED. Your account will be DELETED unless you renew immediately. Click here to update payment: http://netflix-billing-update.net,"Subject: FINAL NOTICE: Payment required

Your Netflix subscription has EXPIRED. Your account will be DELETED unless you renew immediately. Click here to update payment: http://netflix-billing-update.net",1,spam
noreply@verify-account.xyz,Congratulations! You are selected,AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!,"Subject: Congratulations! You are selected

AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!",1,spam
billing@service.com,Weekend plans,Are you free for lunch tomorrow around noon? I know a great Italian place near the office.,"Subject: Weekend plans

Are you free for lunch tomorrow around noon? I know a great Italian place near the office.",0,ham
hr@office.org,Question about the report,Your interview is scheduled for Monday at 2:00 PM. Please bring a copy of your resume and portfolio.,"Subject: Question about the report

Your interview is scheduled for Monday at 2:00 PM. Please bring a copy of your resume and portfolio.",0,ham
john.doe@company.com,Interview schedule,Could you please review the attached document and send me your comments by Friday? Thanks!,"Subject: Interview schedule

Could you please review the attached document and send me your comments by Friday? Thanks!",0,ham
support@paypa1-secure.ru,Work from home - $5000/week GUARANTEED,Congratulations on your selection for our VIP program! You qualify for a $1000 loan with no credit check! Instant approval! Reply with your SSN to confirm eligibility.,"Subject: Work from home - $5000/week GUARANTEED

Congratulations on your selection for our VIP program! You qualify for a $1000 loan with no credit check! Instant approval! Reply with your SSN to confirm eligibility.",1,spam
admin@free-money.net,Urgent: Your account needs verification,URGENT BANK NOTICE: We have detected unauthorized access to your account. Verify your identity NOW by entering your card details at our secure portal.,"Subject: Urgent: Your account needs verification

URGENT BANK NOTICE: We have detected unauthorized access to your account. Verify your identity NOW by entering your card details at our secure portal.",1,spam
offer@deals-today.biz,Make money fast from home!,AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!,"Subject: Make money fast from home!

AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!",1,spam
offer@deals-today.biz,Hot singles in your area,Congratulations on your selection for our VIP program! You qualify for a $1000 loan with no credit check! Instant approval! Reply with your SSN to confirm eligibility.,"Subject: Hot singles in your area

Congratulations on your selection for our VIP program! You qualify for a $1000 loan with no credit check! Instant approval! Reply with your SSN to confirm eligibility.",1,spam
noreply@airline.com,Follow-up from our call,"Notes from today's standup: Alice is working on the API, Bob is fixing the login bug, Charlie will handle deployment.","Subject: Follow-up from our call

Notes from today's standup: Alice is working on the API, Bob is fixing the login bug, Charlie will handle deployment.",0,ham
john.doe@company.com,Feedback on your presentation,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Feedback on your presentation

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
team@startup.io,Your invoice is ready,Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.,"Subject: Your invoice is ready

Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.",0,ham
noreply@airline.com,Re: Project update,Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.,"Subject: Re: Project update

Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.",0,ham
hr@office.org,Team standup notes,Could you please review the attached document and send me your comments by Friday? Thanks!,"Subject: Team standup notes

Could you please review the attached document and send me your comments by Friday? Thanks!",0,ham
noreply@airline.com,Re: Project update,Are you free for lunch tomorrow around noon? I know a great Italian place near the office.,"Subject: Re: Project update

Are you free for lunch tomorrow around noon? I know a great Italian place near the office.",0,ham
billing@service.com,Happy Birthday!,Your invoice #1042 for last month's services is attached. Please review and process at your earliest convenience.,"Subject: Happy Birthday!

Your invoice #1042 for last month's services is attached. Please review and process at your earliest convenience.",0,ham
offer@deals-today.biz,Urgent: Your account needs verification,"YOU HAVE WON! Your email address was selected in our monthly draw. Click the link below to claim your $500 Amazon gift card. Hurry, link expires in 24 hours!","Subject: Urgent: Your account needs verification

YOU HAVE WON! Your email address was selected in our monthly draw. Click the link below to claim your $500 Amazon gift card. Hurry, link expires in 24 hours!",1,spam
info@lottery-winner.co,Work from home - $5000/week GUARANTEED,CONFIDENTIAL BUSINESS PROPOSAL: I am Prince Emmanuel Adeyemi of Nigeria. I have $45 million that I need to transfer out of the country. I need your help and will pay you 30% commission.,"Subject: Work from home - $5000/week GUARANTEED

CONFIDENTIAL BUSINESS PROPOSAL: I am Prince Emmanuel Adeyemi of Nigeria. I have $45 million that I need to transfer out of the country. I need your help and will pay you 30% commission.",1,spam
prize@winner-notify.com,Click here to claim your prize,AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!,"Subject: Click here to claim your prize

AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!",1,spam
friend@gmail.com,Meeting at 3pm today,Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.,"Subject: Meeting at 3pm today

Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.",0,ham
billing@service.com,Feedback on your presentation,Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.,"Subject: Feedback on your presentation

Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.",0,ham
john.doe@company.com,Meeting at 3pm today,The quarterly sales report shows a 12% increase over last quarter. Great work from everyone on the sales team.,"Subject: Meeting at 3pm today

The quarterly sales report shows a 12% increase over last quarter. Great work from everyone on the sales team.",0,ham
john.doe@company.com,Weekend plans,Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.,"Subject: Weekend plans

Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.",0,ham
prize@winner-notify.com,Nigerian Prince needs your help,MAKE $5000 A WEEK FROM HOME! No experience needed. Thousands already making money! Click here to start TODAY. Limited spots available!!!,"Subject: Nigerian Prince needs your help

MAKE $5000 A WEEK FROM HOME! No experience needed. Thousands already making money! Click here to start TODAY. Limited spots available!!!",1,spam
john.doe@company.com,Your order has shipped,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Your order has shipped

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
noreply@airline.com,Happy Birthday!,Following up on our project discussion from last week. The deadline has been moved to Friday. Let me know if that works for you.,"Subject: Happy Birthday!

Following up on our project discussion from last week. The deadline has been moved to Friday. Let me know if that works for you.",0,ham
noreply@airline.com,Interview schedule,I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?,"Subject: Interview schedule

I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?",0,ham
friend@gmail.com,Flight confirmation,Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.,"Subject: Flight confirmation

Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.",0,ham
noreply@verify-account.xyz,Work from home - $5000/week GUARANTEED,AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!,"Subject: Work from home - $5000/week GUARANTEED

AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!",1,spam
hr@office.org,Team standup notes,Thank you for your application. We'd like to invite you for a technical interview next week.,"Subject: Team standup notes

Thank you for your application. We'd like to invite you for a technical interview next week.",0,ham
noreply@airline.com,Question about the report,Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.,"Subject: Question about the report

Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.",0,ham
billing@service.com,Meeting at 3pm today,"Great talking to you earlier! As discussed, I'll send over the proposal by end of day Thursday.","Subject: Meeting at 3pm today

Great talking to you earlier! As discussed, I'll send over the proposal by end of day Thursday.",0,ham
john.doe@company.com,Welcome to the team,Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.,"Subject: Welcome to the team

Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.",0,ham
hr@office.org,Follow-up from our call,I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?,"Subject: Follow-up from our call

I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?",0,ham
hr@office.org,Weekend plans,Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.,"Subject: Weekend plans

Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.",0,ham
noreply@airline.com,Weekend plans,Thank you for your application. We'd like to invite you for a technical interview next week.,"Subject: Weekend plans

Thank you for your application. We'd like to invite you for a technical interview next week.",0,ham
john.doe@company.com,Your order has shipped,Following up on our project discussion from last week. The deadline has been moved to Friday. Let me know if that works for you.,"Subject: Your order has shipped

Following up on our project discussion from last week. The deadline has been moved to Friday. Let me know if that works for you.",0,ham
prize@winner-notify.com,Make money fast from home!,"Are you tired of your 9-5 job? Make $10,000 per month working just 2 hours a day from home! Our proven system guarantees results! Click here to join THOUSANDS of success stories!","Subject: Make money fast from home!

Are you tired of your 9-5 job? Make $10,000 per month working just 2 hours a day from home! Our proven system guarantees results! Click here to join THOUSANDS of success stories!",1,spam
support@paypa1-secure.ru,URGENT: Update your banking info,"Are you tired of your 9-5 job? Make $10,000 per month working just 2 hours a day from home! Our proven system guarantees results! Click here to join THOUSANDS of success stories!","Subject: URGENT: Update your banking info

Are you tired of your 9-5 job? Make $10,000 per month working just 2 hours a day from home! Our proven system guarantees results! Click here to join THOUSANDS of success stories!",1,spam
friend@gmail.com,Team standup notes,"Notes from today's standup: Alice is working on the API, Bob is fixing the login bug, Charlie will handle deployment.","Subject: Team standup notes

Notes from today's standup: Alice is working on the API, Bob is fixing the login bug, Charlie will handle deployment.",0,ham
team@startup.io,Team standup notes,I'm forwarding you the email chain about the client request. Please get in touch with them directly.,"Subject: Team standup notes

I'm forwarding you the email chain about the client request. Please get in touch with them directly.",0,ham
billing@service.com,Welcome to the team,Could you please review the attached document and send me your comments by Friday? Thanks!,"Subject: Welcome to the team

Could you please review the attached document and send me your comments by Friday? Thanks!",0,ham
admin@free-money.net,Click here to claim your prize,"FINAL NOTICE: This is your last chance to pay your outstanding debt of $2,847. Failure to respond will result in LEGAL ACTION. Contact us immediately to avoid consequences.","Subject: Click here to claim your prize

FINAL NOTICE: This is your last chance to pay your outstanding debt of $2,847. Failure to respond will result in LEGAL ACTION. Contact us immediately to avoid consequences.",1,spam
support@paypa1-secure.ru,Your PayPal account is suspended,Your computer has been INFECTED with a virus! Call our toll-free number 1-800-SCAM-NOW immediately! Microsoft certified technicians will fix it remotely for only $299!,"Subject: Your PayPal account is suspended

Your computer has been INFECTED with a virus! Call our toll-free number 1-800-SCAM-NOW immediately! Microsoft certified technicians will fix it remotely for only $299!",1,spam
john.doe@company.com,Follow-up from our call,Your interview is scheduled for Monday at 2:00 PM. Please bring a copy of your resume and portfolio.,"Subject: Follow-up from our call

Your interview is scheduled for Monday at 2:00 PM. Please bring a copy of your resume and portfolio.",0,ham
noreply@airline.com,Interview schedule,"Notes from today's standup: Alice is working on the API, Bob is fixing the login bug, Charlie will handle deployment.","Subject: Interview schedule

Notes from today's standup: Alice is working on the API, Bob is fixing the login bug, Charlie will handle deployment.",0,ham
admin@free-money.net,Nigerian Prince needs your help,CONFIDENTIAL BUSINESS PROPOSAL: I am Prince Emmanuel Adeyemi of Nigeria. I have $45 million that I need to transfer out of the country. I need your help and will pay you 30% commission.,"Subject: Nigerian Prince needs your help

CONFIDENTIAL BUSINESS PROPOSAL: I am Prince Emmanuel Adeyemi of Nigeria. I have $45 million that I need to transfer out of the country. I need your help and will pay you 30% commission.",1,spam
hr@office.org,Re: Project update,The server maintenance is scheduled for Sunday at 2 AM. Expected downtime is 2 hours. Please plan accordingly.,"Subject: Re: Project update

The server maintenance is scheduled for Sunday at 2 AM. Expected downtime is 2 hours. Please plan accordingly.",0,ham
